artwork - HAUTEUR,artwork - TITRE,artwork - UNIQUE_KEY,artwork - URL,artwork - IMG_DIRECT_ACCESS,artwork - DISPLAY_DENOMINATION,artwork - DISPLAY_LIEU_CONSERV,artwork - DISPLAY_MATIERE,artwork - DISPLAY_DATE_EXE_TXT,artwork - LARGEUR,artwork - DISPLAY_PERSONNE_AUTEUR,artwork - DISPLAY_TECHNIQUE,artwork - DISPLAY_ROLE_AUTEUR
"1,85",Quatre captifs,135278,https://agorha.inha.fr/inhaprod/ark:/54721/003135278,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0068/elem_0184/FR75_0016_MUS_135278_0144_low.jpg,bas-relief,Département des sculptures du musée du Louvre (Paris),pierre,1647,"3,7",Guillain - Simon - sculpteur - 1581 - 26 décembre 1658 - 1581 - 26 décembre 1658 - Guillain - I - Simon,taillé,
"2,35",Une reine,135611,https://agorha.inha.fr/inhaprod/ark:/54721/003135611,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0020/elem_0125/FR00_0001_136408_0115_low.jpg,statue-colonne,Département des sculptures du musée du Louvre (Paris),calcaire,4e quart du 12e siècle,"0,44","Anonyme, Ile-de-France - sculpteur - 12e siècle",taillé,
,La reine Clotilde,,,,,,,,,,,
101,"Histoire de Psyché, épisode 03 : Le roi et la reine inquiets du célibat de leur fille",137331,https://agorha.inha.fr/inhaprod/ark:/54721/003137331,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0020/elem_0189/FR60_0002_MUS_137331_0116_low.jpg,verrière,Musée Condé (Chantilly),verre,1542 - 1544,"55,5",Maître au dé - graveur - 16e siècle - Maestro del Dado,vitrail,d'après
,La Bienfaisance,136076,https://agorha.inha.fr/inhaprod/ark:/54721/003136076,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0171/elem_0202/FR75_0049_MUS_136076_0028_low.jpg,médaillon,Département des objets d'art du musée du Louvre (Paris),faïence,Vers 1540,"0,45",Della Robbia - Girolamo - sculpteur - 1488 - 1566 - 1488 - 1566 - Actif au XVIe siècle - Della Robbia - Gerolamo,,attribué à
"0,45",Armoiries de Valentine Balbiani,135330,https://agorha.inha.fr/inhaprod/ark:/54721/003135330,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0003/folder_0241/elem_0250/FR75_0002_MUS_135330_1092_low.jpg,relief,Département des sculptures du musée du Louvre (Paris),marbre,1573 - 1574,"0,325",Pilon - Germain - sculpteur - 1525 - 1590 - 1525 - 1590,taillé,
"0,71",Stèle d'Eurythmos,145675,https://agorha.inha.fr/inhaprod/ark:/54721/003145675,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0093/elem_0020/FR75_0016_MUS_145675_1442_low.jpg,stèle,Département des antiquités grecques étrusques et romaines du musée du Louvre (Paris),marbre blanc,L'an 200 - L'an 300,"0,49",,taillé,
"1,2",Atlante,135209,https://agorha.inha.fr/inhaprod/ark:/54721/003135209,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0021/elem_0097/FR75_0016_MUS_135209_0102_low.jpg,haut-relief,Département des sculptures du musée du Louvre (Paris),pierre,Avant 1647,"1,92",Anguier - François - sculpteur - 1604 - 8 août 1669 - 1604 - 8 août 1669,taillé,
"0,48",Tête de Méduse,135235,https://agorha.inha.fr/inhaprod/ark:/54721/003135235,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0068/elem_0170/FR75_0016_MUS_135235_0253_low.jpg,haut-relief/médaillon,Département des sculptures du musée du Louvre (Paris),bronze,Vers 1787,"0,49",Daujon - François - sculpteur - 1759 - 1er avril 1811 - 1759 - 1er avril 1811 - Actif au XVIII-XIXe siècle,fonte à la cire perdue,
,Le Dieu Mars,142087,https://agorha.inha.fr/inhaprod/ark:/54721/003142087,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0171/elem_0204/FR75_0049_MUS_142087_0030_low.jpg,médaillon,Département des objets d'art du musée du Louvre (Paris),faïence,Vers 1540,,Della Robbia - Girolamo - sculpteur - 1488 - 1566 - 1488 - 1566 - Actif au XVIe siècle - Della Robbia - Gerolamo,,attribué à
"6,7",La Peste à Florence,142583,https://agorha.inha.fr/inhaprod/ark:/54721/003142583,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0171/elem_0205/FR75_0049_MUS_142583_0031_low.jpg,médaillon,Département des objets d'art du musée du Louvre (Paris),faïence,Vers 1540,"45,5",Della Robbia - Girolamo - sculpteur - 1488 - 1566 - 1488 - 1566 - Actif au XVIe siècle - Della Robbia - Gerolamo,,attribué à
"0,89","Petit pilastre de l'enfeu avec un fragment d'arcature, à gauche de la Vierge allaitant l'Enfant",135509,https://agorha.inha.fr/inhaprod/ark:/54721/003135509,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0009/elem_0162/FR75_0016_MUS_135509_0064_low.jpg,bas-relief,Département des sculptures du musée du Louvre (Paris),albâtre,1er quart du 16e siècle,"0,19","Anonyme, Ile-de-France - sculpteur - 16e siècle",taillé,
"1,9",Mercure Richelieu,135647,https://agorha.inha.fr/inhaprod/ark:/54721/003135647,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0093/elem_0019/FR75_0016_MUS_135647_1441_low.jpg,statue,Département des antiquités grecques étrusques et romaines du musée du Louvre (Paris),marbre,L'an 100 - L'an 200,,,taillé,
"0,46",Apollon citharède et Victoire : scène de libation,145815,https://agorha.inha.fr/inhaprod/ark:/54721/003145815,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0165/elem_0197/FR75_0058_145815_0004_low.jpg,bas-relief,Département des antiquités grecques étrusques et romaines du musée du Louvre (Paris),marbre,L'an 100 avant J.C. - L'an 100,"0,47",,taillé,
"0,52",Sarcophage de saint Drausin,141964,https://agorha.inha.fr/inhaprod/ark:/54721/003141964,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0068/elem_0154/FR75_0002_MUS_141964_1263_low.jpg,sarcophage,Département des antiquités grecques étrusques et romaines du musée du Louvre (Paris),marbre blanc,4e quart du 6e siècle,"0,74",,,
"0,52",Panneau décoré d'un mufle de lion encadré par deux cornes d'abondance,135413,https://agorha.inha.fr/inhaprod/ark:/54721/003135413,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0009/elem_0142/FR75_0016_MUS_135413_0048_low.jpg,bas-relief,Département des sculptures du musée du Louvre (Paris),marbre,1502 - 1510,"0,885",Anonyme - sculpteur,taillé,attribué à
"0,43",Ecusson aux armes de la reine Claude de France soutenu par deux anges,135500,https://agorha.inha.fr/inhaprod/ark:/54721/003135500,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0003/folder_0242/elem_0066/FR75_0002_MUS_135500_1158_low.jpg,haut-relief,Département des sculptures du musée du Louvre (Paris),albâtre,1er quart du 16e siècle,"0,52","Anonyme, Ile-de-France - sculpteur - 16e siècle",taillé,
"0,75",La Cène,135456,https://agorha.inha.fr/inhaprod/ark:/54721/003135456,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0009/elem_0151/FR75_0016_MUS_135456_0053_low.jpg,bas-relief,Département des sculptures du musée du Louvre (Paris),pierre,2e quart du 16e siècle - 3e quart du 16e siècle,"0,6","Anonyme, Ile-de-France - sculpteur - 16e siècle",taillé/polychrome,
"0,73",Saint Jean-Baptiste prêchant,135343,https://agorha.inha.fr/inhaprod/ark:/54721/003135343,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0068/elem_0207/FR75_0016_MUS_135343_0216_low.jpg,bas-relief,Département des sculptures du musée du Louvre (Paris),pierre,Vers 1588,"0,67",Pilon - Germain - sculpteur - 1525 - 1590 - 1525 - 1590,taillé,attribué à
"0,85",La Guérison d'un possédé,135308,https://agorha.inha.fr/inhaprod/ark:/54721/003135308,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0009/elem_0130/FR75_0016_MUS_135308_0036_low.jpg,bas-relief,Département des sculptures du musée du Louvre (Paris),calcaire,1542 - 1543,"1,25",Marchand - François - sculpteur - 1551 - 1551 - Actif au XVIe siècle,taillé,
"0,483","Un ange, sous une arcature",135592,https://agorha.inha.fr/inhaprod/ark:/54721/003135592,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0003/folder_0143/elem_0094/FR75_0002_MUS_135593_1008_low.jpg,haut-relief/fragment,Département des sculptures du musée du Louvre (Paris),calcaire,2e quart du 13e siècle,"0,195","Anonyme, Ile-de-France - sculpteur - 13e siècle",taillé,
"0,42","Partie du monument élevé à Jean Bullant, architecte (vers 1515-1578)",135549,https://agorha.inha.fr/inhaprod/ark:/54721/003135549,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0009/elem_0172/FR75_0016_MUS_135549_0071_low.jpg,dalle funéraire/bas-relief,Département des sculptures du musée du Louvre (Paris),marbre,1er quart du 19e siècle,"0,305","Anonyme, Ile-de-France - sculpteur - 19e siècle",taillé,
3,Jésus au tombeau (de la chapelle de Louvois),136163,https://agorha.inha.fr/inhaprod/ark:/54721/003136163,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0010/elem_0013/FR75_0044_REL_136163_0035_low.jpg,bas-relief,Cathédrale Notre-Dame (Paris),bronze,17e siècle,5,Girardon - François - sculpteur/historien.ne de l'art/collectionneur - 17 mars 1628 - 1er septembre 1715 - 17 mars 1628 - 1er septembre 1715,doré,
"0,6","Guillaume de Montholon, seigneur de Pluviers, président à mortier au Parlement de Dijon, intendant de Lyon (+ 1621), dit autrefois : Méry ou Médéric de Barbezières (+ 1609)",135087,https://agorha.inha.fr/inhaprod/ark:/54721/003135087,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0176/elem_0118/FR78_0001_MUS_135087_0136_low.jpg,buste,Musée national des châteaux de Versailles et de Trianon (Versailles),marbre,17e siècle,"0,56","Anonyme, Ile-de-France - sculpteur - 17e siècle",taillé,
"1,45",La Vierge et l'Enfant,135655,https://agorha.inha.fr/inhaprod/ark:/54721/003135655,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0010/elem_0081/FR93_0001_REL_135655_0049_low.jpg,statue,"Basilique cathédrale Saint-Denis, ancienne abbaye (Saint-Denis)",bois,1132 - 1143,"0,47","Anonyme, Ile-de-France - sculpteur - 12e siècle",taillé/polychromie,
,Notre-Dame de la Carole,,,,,,,,,,,
"0,15",Entrelacs,135584,https://agorha.inha.fr/inhaprod/ark:/54721/003135584,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0069/elem_0047/FR75_0016_MUS_135584_0183_low.jpg,tailloir/fragment,Département des sculptures du musée du Louvre (Paris),calcaire,1ère moitié du 12e siècle,"0,34","Anonyme, Ile-de-France - sculpteur - 12e siècle",taillé,
"0,845",Saint Jacques le Mineur,135225,https://agorha.inha.fr/inhaprod/ark:/54721/003135225,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0003/folder_0138/elem_0207/FR75_0016_MUS_135225_0027_low.jpg,sculpture/médaillon,Département des sculptures du musée du Louvre (Paris),marbre blanc,1689,"0,693",Clérion - Jean-Jacques - sculpteur - 16 avril 1637 - 28 avril 1714 - 16 avril 1637 - 28 avril 1714,taillé,de
"0,6","Le Grand Condé (Louis II de Bourbon, prince de Condé, dit) (Paris, 1621-Fontainebleau, 1686)",135232,https://agorha.inha.fr/inhaprod/ark:/54721/003135232,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0003/folder_0143/elem_0035/FR75_0002_MUS_135232_0955_low.jpg,buste,Département des sculptures du musée du Louvre (Paris),marbre de couleur,Vers 1688,"0,68",Coysevox - Antoine - sculpteur - 29 septembre 1640 - 10 octobre 1720 - 29 septembre 1640 - 10 octobre 1720 - Coyzevox - Antoine,,
"1,925",Le fils de Zaleucus se crevant un oeil,135266,https://agorha.inha.fr/inhaprod/ark:/54721/003135266,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0003/folder_0143/elem_0048/FR75_0002_MUS_135266_0968_low.jpg,relief,Musée du Louvre (Paris),pierre,1560 - 1562,"0,67",Goujon - Jean - sculpteur/architecte/dessinateur - Vers 1510 - Vers 1564 - Vers 1510 - Vers 1564 - Goujon - Jehan,taillé,atelier de
,Le fils de Zaleucus qui se crève l'oeil avec la pointe d'un poignard,,,,,,,,,,,
"1,38",La Charité,140838,https://agorha.inha.fr/inhaprod/ark:/54721/003140838,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0010/elem_0138/FR93_0001_REL_140838_0091_low.jpg,sculpture,"Basilique cathédrale Saint-Denis, ancienne abbaye (Saint-Denis)",marbre blanc,,"0,95",Moitte - Jean-Guillaume - sculpteur - 1746 - 1810 - 1746 - 1810,,
,Madame Moitte,,,,,,,,,,,
"0,47","Marie d'Anjou (+ 1463), veuve de Charles VII",135650,https://agorha.inha.fr/inhaprod/ark:/54721/003135650,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0010/elem_0079/FR93_0001_REL_135650_0048_low.jpg,statue/fragment/buste,"Basilique cathédrale Saint-Denis, ancienne abbaye (Saint-Denis)",marbre,15e siècle,"0,46","Anonyme, Ile-de-France - sculpteur - 15e siècle",taillé,
"0,325",Stèle de l'éphèbe au chien,228472,https://agorha.inha.fr/inhaprod/ark:/54721/003228472,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0171/elem_0200/FR75_0058_MUS_228472_0013_low.jpg,monument funéraire,Département des antiquités grecques étrusques et romaines du musée du Louvre (Paris),marbre blanc,L'an 400 avant J.C. - L'an 350 avant J.C.,"0,45",,taillé,
"0,412",L'Ascension,135084,https://agorha.inha.fr/inhaprod/ark:/54721/003135084,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0006/folder_0033/elem_0102/1.18_01_S_low.jpg,bas-relief,"Glasgow Museums, Burrell Collection (Glasgow)",albâtre,14e siècle,"0,272",,taillé,
"0,91",Médaillons des travaux des mois (le mois d'octobre) ; MosaÏque aux griffons,141230,https://agorha.inha.fr/inhaprod/ark:/54721/003141230,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0010/elem_0142/FR93_0001_REL_141230_0095_low.jpg,mosaïque/bas-relief,"Basilique cathédrale Saint-Denis, ancienne abbaye (Saint-Denis)",,12e siècle,"0,915",Anonyme,mosaïque,
"0,38","Quatre bas-reliefs représentant : l'Adoration des bergers, l'Adoration des mages, la Résurrection du Christ, l'Assomption de la Vierge",136514,https://agorha.inha.fr/inhaprod/ark:/54721/003136514,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0003/folder_0249/elem_0029/FR95_0001_MUS_136514_0023_low.jpg,bas-relief,Musée national de la Renaissance (Ecouen),cuivre/doré,2e quart du 16e siècle - 3e quart du 16e siècle,"0,32",Anonyme allemand - sculpteur - 16e siècle,repoussé,
"0,49","Chapiteau aux grands oiseaux affrontés, accompagnés de deux couples d'oiseaux la tête en bas et d'un couple d'oiseaux posés au sol",141702,https://agorha.inha.fr/inhaprod/ark:/54721/003141702,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0021/elem_0075/FR75_0007_MUS_141702_0056_low.jpg,chapiteau,"Musée de Cluny, Musée national du Moyen Âge (Paris)",pierre,2e quart du 12e siècle,"0,93","Anonyme, Ile-de-France - sculpteur - 12e siècle",taillé,
"0,915",Piédestal du cénotaphe du coeur de Pierre de Bérulle,135398,https://agorha.inha.fr/inhaprod/ark:/54721/003135398,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0003/folder_0242/elem_0019/FR75_0002_MUS_135398_1111_low.jpg,piédestal/bas-relief,Département des sculptures du musée du Louvre (Paris),marbre,1653 - 1657,"0,79",Lestocart - Claude - sculpteur - Actif au XVIIe siècle - L'Estocart - Claude,taillé,
"0,38",L'Adoration des Mages,136715,https://agorha.inha.fr/inhaprod/ark:/54721/003136715,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0003/folder_0249/elem_0034/FR95_0001_MUS_136715_0028_low.jpg,bas-relief,Musée national de la Renaissance (Ecouen),bronze,1550,"0,32",Anonyme allemand - sculpteur - 16e siècle,doré/repoussé,
"0,684",Génie portant l'épée du connétable de Montmorency,226936,https://agorha.inha.fr/inhaprod/ark:/54721/003226936,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0172/elem_0110/FR95_0001_MUS_226936_0070_low.jpg,haut-relief,Musée national de la Renaissance (Ecouen),pierre,1550 - 1555,"0,46",Goujon - Jean - sculpteur/architecte/dessinateur - Vers 1510 - Vers 1564 - Vers 1510 - Vers 1564 - Goujon - Jehan,taillé,anciennement attribué à
"0,32","Sarcophage du cénotaphe de Diane de France, duchesse d'Angoulême",135548,https://agorha.inha.fr/inhaprod/ark:/54721/003135548,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0079/elem_0143/FR75_0002_MUS_135548_1266_low.jpg,cénotaphe/élément/sarcophage,Département des sculptures du musée du Louvre (Paris),marbre de couleur,1er quart du 19e siècle,"1,85","Anonyme, Ile-de-France - sculpteur - 19e siècle",taillé,
"0,606","Georges Gougenot (Coiffy-la-Ville, Haute-Marne, 1674-Paris, 1748), conseiller et secrétaire du roi, et sa femme Michelle Férouillat (+ 1763)",135188,https://agorha.inha.fr/inhaprod/ark:/54721/003135188,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0093/elem_0042/FR75_0016_MUS_135188_1461_low.jpg,sculpture/médaillon,Département des sculptures du musée du Louvre (Paris),marbre,Après 1767,"0,515",Allegrain - Christophe-Gabriel - sculpteur - 8 octobre 1710 - 17 avril 1795  (28 Germinal An 3) - 8 octobre 1710 - 17 avril 1795 (28 Germinal An 3),taillé,
"0,45","Epitaphe de Catherine de Brinon (+ 1699), femme de Nicolas Langloys, et de leur fille Catherine-Cécile Langloys de Canteleu (également + 1699)",135081,https://agorha.inha.fr/inhaprod/ark:/54721/003135081,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0003/folder_0138/elem_0053/FR75_0014_REL_135081_0001_low.jpg,plaque funéraire/inscription,Eglise Saint-Séverin (Paris),marbre,17e siècle,"0,55","Anonyme, Ile-de-France - sculpteur - 17e siècle",taillé,
"0,42",Faisceau de colonnettes à mouluration gothique tardive,223591,https://agorha.inha.fr/inhaprod/ark:/54721/003223591,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0172/elem_0052/FR75_0043_ADM_223591_0126_low.jpg,colonne,Ecole nationale supérieure des beaux-arts (Paris),pierre,,"0,13",,taillé,
"0,67",Candélabre,135405,https://agorha.inha.fr/inhaprod/ark:/54721/003135405,https://agorha.inha.fr/inhaoai/servlet/DocViewerServlet?file=folder_0001/folder_0001/folder_0004/folder_0068/elem_0238/FR75_0016_MUS_135405_0173_low.jpg,pilastre/bas-relief,Département des sculptures du musée du Louvre (Paris),marbre,1502 - 1510,"0,246",Pacherot - Jérôme - sculpteur - 1463 - Vers 1540 - 1463 - Vers 1540 - Fiesole - Jérôme de,taillé,
